naics_code,sector_2d,sector_label,n_years,monthly_seasonal_amplitude,monthly_peak_month,monthly_peak_quarter_from_month,monthly_peak_excess_month,monthly_n_excess_obs,monthly_seasonal_index,idio_monthly_seasonal_amplitude,idio_monthly_peak_month,idio_monthly_peak_quarter_from_month,idio_monthly_peak_excess_month,idio_monthly_n_excess_obs,idio_monthly_seasonal_index,placebo_amplitude,n_perms_used,signal_amplitude,signal_index,national_industry_title,sector_title,subsector_title,industry_group_title,naics_industry_title
111920,11,"Agriculture, forestry, fishing",24,0.14306570753380562,12,4,0.04841864794122158,23,0.39976453690098224,0.1277362888143601,12,4,0.04161517406280143,23,0.3506097439241688,0.1020967024316027,10.0,0.025639586382757415,0.1606815683133633,Cotton Farming,"Agriculture, Forestry, Fishing and Hunting",Crop Production,Other Crop Farming,Cotton Farming
111930,11,"Agriculture, forestry, fishing",24,0.10942229147339097,12,4,0.04963009042168929,23,0.3057556729111215,0.10249318026465194,12,4,0.042826616543269136,23,0.28132262194330687,0.08737940362413694,10.0,0.015113776640514998,0.09471702458386737,Sugarcane Farming,"Agriculture, Forestry, Fishing and Hunting",Crop Production,Other Crop Farming,Sugarcane Farming
111940,11,"Agriculture, forestry, fishing",24,0.10264178061610926,10,4,0.03954012482525345,24,0.28680907956223806,0.09096150515785945,10,4,0.036385794208028996,24,0.24967055428315185,0.14926304958690384,10.0,0.0,0.0,Hay Farming,"Agriculture, Forestry, Fishing and Hunting",Crop Production,Other Crop Farming,Hay Farming
111991,11,"Agriculture, forestry, fishing",24,0.8830882544158991,10,4,0.6020818352121076,24,1.0,0.8765130982713538,10,4,0.5989275045948831,24,1.0,0.2965275854735792,10.0,0.5799855127977747,1.0,Sugar Beet Farming,"Agriculture, Forestry, Fishing and Hunting",Crop Production,Other Crop Farming,All Other Crop Farming
111992,11,"Agriculture, forestry, fishing",24,0.11252457439785116,10,4,0.04611652845356667,24,0.3144242960075375,0.10084429893960133,10,4,0.04296219783634221,24,0.2767967830880892,0.1117620194078014,10.0,0.0,0.0,Peanut Farming,"Agriculture, Forestry, Fishing and Hunting",Crop Production,Other Crop Farming,All Other Crop Farming
111998,11,"Agriculture, forestry, fishing",24,0.14822949478424374,9,3,0.06892052588793332,24,0.4141935643346795,0.14312437547053905,9,3,0.07234135141525401,24,0.3928468652002277,0.1375049607130583,10.0,0.005619414757480762,0.03521649541283124,All Other Miscellaneous Crop Farming,"Agriculture, Forestry, Fishing and Hunting",Crop Production,Other Crop Farming,All Other Crop Farming
112111,11,"Agriculture, forestry, fishing",24,0.05431826461035655,12,4,0.02561344395205013,23,0.15178001962554988,0.03898884589091102,12,4,0.018809970073629972,23,0.10701633342094112,0.029078557031132435,10.0,0.009910288859778585,0.06210711563968767,Beef Cattle Ranching and Farming,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,Cattle Ranching and Farming,"Beef Cattle Ranching and Farming, including Feedlots"
112112,11,"Agriculture, forestry, fishing",24,0.015309652319087748,12,4,0.009984269770608801,23,0.042779336676533615,0.00802816653840293,1,1,0.003728581709434484,23,0.02203565987658158,0.01567385064458854,10.0,0.0,0.0,Cattle Feedlots,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,Cattle Ranching and Farming,"Beef Cattle Ranching and Farming, including Feedlots"
112120,11,"Agriculture, forestry, fishing",24,0.03792664668747762,12,4,0.018559734431796787,23,0.1059773764837673,0.02259722796803209,12,4,0.011756260553376632,23,0.062024725978864624,0.024975120362968794,10.0,0.0,0.0,Dairy Cattle and Milk Production,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,Cattle Ranching and Farming,Dairy Cattle and Milk Production
112210,11,"Agriculture, forestry, fishing",24,0.01694414116314032,12,4,0.010217418454972661,23,0.04734654350111875,0.006389688470841674,12,4,0.0034139445765525057,23,0.017538375815605814,0.018170764886783434,10.0,0.0,0.0,Hog and Pig Farming,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,Hog and Pig Farming,Hog and Pig Farming
112310,11,"Agriculture, forestry, fishing",24,0.017064463180293334,12,4,0.009424985072390481,23,0.0476827559750605,0.00795874068687243,12,4,0.002621511193970326,23,0.021845100245855176,0.018083937178043345,10.0,0.0,0.0,Chicken Egg Production,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,Poultry and Egg Production,Chicken Egg Production
112320,11,"Agriculture, forestry, fishing",24,0.011463483612054447,6,2,0.007925959805546228,24,0.03203209417855834,0.00959271630474488,1,1,0.004988421034517153,23,0.026330026011885346,0.02484654506151468,10.0,0.0,0.0,Broilers and Other Meat Type Chicken Production,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,Poultry and Egg Production,Broilers and Other Meat Type Chicken Production
112330,11,"Agriculture, forestry, fishing",24,0.04856837509545925,11,4,0.031199904159108945,24,0.13571326289692165,0.049065480064971016,11,4,0.03287762354430863,24,0.13467461408791107,0.026189281286879328,10.0,0.02287619877809169,0.14336360352458638,Turkey Production,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,Poultry and Egg Production,Turkey Production
112340,11,"Agriculture, forestry, fishing",24,0.011672908820847813,6,2,0.0045404057282079635,24,0.03261728522854416,0.007783762063373841,4,2,0.0038923659904711323,24,0.021364820045557495,0.016852605599112086,10.0,0.0,0.0,Poultry Hatcheries,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,Poultry and Egg Production,Poultry Hatcheries
112390,11,"Agriculture, forestry, fishing",24,0.04406154276586485,12,4,0.02411456825882508,23,0.12311994636993383,0.028732124046419328,12,4,0.017311094380404922,23,0.07886374927451345,0.034149798337604925,10.0,0.0,0.0,Other Poultry Production,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,Poultry and Egg Production,Other Poultry Production
112410,11,"Agriculture, forestry, fishing",24,0.05571882573521603,10,4,0.027414372763469017,24,0.15569356871521323,0.044038550276966196,10,4,0.02426004214624456,24,0.12087672953954606,0.034327359151807776,10.0,0.00971119112515842,0.060859383489534104,Sheep Farming,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,Sheep and Goat Farming,Sheep Farming
112420,11,"Agriculture, forestry, fishing",24,0.09151014981498212,12,4,0.045593191197125654,23,0.25570427248529554,0.07618073109553661,12,4,0.0387897173187055,23,0.20910038070840953,0.04944834769142394,10.0,0.026732383404112665,0.167530053956549,Goat Farming,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,Sheep and Goat Farming,Goat Farming
112511,11,"Agriculture, forestry, fishing",24,0.04092555220601919,6,2,0.017021209398928455,24,0.11435713496324981,0.027703336952728086,5,2,0.012324938986662719,24,0.07603994107701847,0.058881382689753334,10.0,0.0,0.0,Finfish Farming and Fish Hatcheries,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,Aquaculture,Aquaculture
112512,11,"Agriculture, forestry, fishing",24,0.07777038673687311,12,4,0.03342256200072047,23,0.2173116337549305,0.062440968017427594,12,4,0.026619088122300315,23,0.1713875673872432,0.06922931802248058,10.0,0.0,0.0,Shellfish Farming,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,Aquaculture,Aquaculture
112519,11,"Agriculture, forestry, fishing",24,0.0747463392769004,12,4,0.03665252099915633,23,0.20886162184612334,0.05941692055745487,12,4,0.029849047120736175,23,0.16308718137010714,0.07856843532147961,10.0,0.0,0.0,Other Aquaculture,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,Aquaculture,Aquaculture
112910,11,"Agriculture, forestry, fishing",24,0.08412528012806772,8,3,0.03431601384196287,24,0.23506893602798382,0.07220330491881052,8,3,0.03091998347373103,24,0.19818316692176283,0.06965185528695353,10.0,0.0025514496318569946,0.01598976372704047,Apiculture,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,Other Animal Production,Apiculture
112920,11,"Agriculture, forestry, fishing",24,0.018656180524316897,6,2,0.00785177499696918,24,0.05213044758390033,0.013891471944204717,4,2,0.008352558003653053,24,0.038129222841018155,0.023468292499298004,10.0,0.0,0.0,Horses and Other Equine Production,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,Other Animal Production,Horses and Other Equine Production
112930,11,"Agriculture, forestry, fishing",24,0.16580785305709358,12,4,0.1024303233929889,23,0.4633122831077641,0.15750965079681276,12,4,0.09562684951456873,23,0.4323314763881526,0.0675404403966174,10.0,0.08996921040019536,0.563831007692864,Fur-Bearing Animal and Rabbit Production,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,Other Animal Production,Fur-Bearing Animal and Rabbit Production
112990,11,"Agriculture, forestry, fishing",24,0.041762494872493894,12,4,0.02205317406692294,23,0.11669578063343512,0.026433076153048365,12,4,0.015249700188502786,23,0.07255333740451106,0.02097166976790425,10.0,0.0054614063851441165,0.03422626754040472,All Other Animal Production,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,Other Animal Production,All Other Animal Production
113110,11,"Agriculture, forestry, fishing",24,0.040951259161799355,12,4,0.024371508702329018,23,0.11442896719649244,0.02955456231134345,12,4,0.01756803482390886,23,0.0811211725340662,0.022514896881083244,10.0,0.0070396654302602064,0.04411711112844904,Timber Tract Operations,"Agriculture, Forestry, Fishing and Hunting",Forestry and Logging,Timber Tract Operations,Timber Tract Operations
113210,11,"Agriculture, forestry, fishing",24,0.09827531279430435,8,3,0.035446432781548305,24,0.27460797968465617,0.09475364509575362,8,3,0.03205040241331647,24,0.26007919559323367,0.0817306914786662,10.0,0.013022953617087427,0.08161397691941828,Forest Nurseries and Gathering of Forest Products,"Agriculture, Forestry, Fishing and Hunting",Forestry and Logging,Forest Nurseries and Gathering of Forest Products,Forest Nurseries and Gathering of Forest Products
113310,11,"Agriculture, forestry, fishing",24,0.04012341832366007,6,2,0.011054514295677892,24,0.11211575451267532,0.032632287899039714,2,1,0.007113997390927096,24,0.08956889393091438,0.03415256857724066,10.0,0.0,0.0,Logging,"Agriculture, Forestry, Fishing and Hunting",Forestry and Logging,Logging,Logging
114111,11,"Agriculture, forestry, fishing",24,0.07967356991825053,10,4,0.04305925192917758,24,0.22262964571080962,0.07716685586431288,7,3,0.04132068465430128,24,0.21180708963088654,0.06348938984261482,10.0,0.01367746602169806,0.08571576226351076,Finfish Fishing,"Agriculture, Forestry, Fishing and Hunting","Fishing, Hunting and Trapping",Fishing,Fishing
114112,11,"Agriculture, forestry, fishing",24,0.12008868245197159,12,4,0.0681169076751384,23,0.33556047326098537,0.10475926373252606,12,4,0.06131343379671824,23,0.28754255327023626,0.062293903649543646,10.0,0.04246536008298241,0.26612756365344636,Shellfish Fishing,"Agriculture, Forestry, Fishing and Hunting","Fishing, Hunting and Trapping",Fishing,Fishing
114119,11,"Agriculture, forestry, fishing",24,0.6301917177819356,10,4,0.3190098652023346,24,1.0,0.6236165616373905,10,4,0.3158555345851101,24,1.0,0.23070192031555625,10.0,0.3929146413218343,1.0,Other Marine Fishing,"Agriculture, Forestry, Fishing and Hunting","Fishing, Hunting and Trapping",Fishing,Fishing
114210,11,"Agriculture, forestry, fishing",24,0.08412631413960409,10,4,0.047258715324148305,24,0.23507182533772905,0.07755115799505895,10,4,0.04410438470692385,24,0.2128619196474859,0.08073353156433297,10.0,0.0,0.0,Hunting and Trapping,"Agriculture, Forestry, Fishing and Hunting","Fishing, Hunting and Trapping",Hunting and Trapping,Hunting and Trapping
115111,11,"Agriculture, forestry, fishing",24,0.4161446347701674,10,4,0.23387973044176857,24,1.0,0.40956947862562226,10,4,0.23072539982454413,24,1.0,0.35144311695376695,10.0,0.05812636167185531,0.3642740102884229,Cotton Ginning,"Agriculture, Forestry, Fishing and Hunting",Support Activities for Agriculture and Forestry,Support Activities for Crop Production,Support Activities for Crop Production
115112,11,"Agriculture, forestry, fishing",24,0.5049588454796128,7,3,0.3123349580423052,24,1.0,0.510514779899014,7,3,0.3124605953726241,24,1.0,0.17192556478079563,10.0,0.3385892151182183,1.0,"Soil Preparation, Planting, and Cultivating","Agriculture, Forestry, Fishing and Hunting",Support Activities for Agriculture and Forestry,Support Activities for Crop Production,Support Activities for Crop Production
115113,11,"Agriculture, forestry, fishing",24,0.09971822366422627,5,2,0.05027454975400203,24,0.2786398654918642,0.09902959134601297,5,2,0.051677067713093015,24,0.2718157853576014,0.09344114765724616,10.0,0.005588443688766806,0.03502240180231005,"Crop Harvesting, Primarily by Machine","Agriculture, Forestry, Fishing and Hunting",Support Activities for Agriculture and Forestry,Support Activities for Crop Production,Support Activities for Crop Production
115114,11,"Agriculture, forestry, fishing",24,0.05725290031947584,10,4,0.030206410383070686,24,0.15998019075986555,0.05883599565165148,5,2,0.030422500424928313,24,0.16149266242522917,0.06159525342710277,10.0,0.0,0.0,Postharvest Crop Activities (except Cotton Ginning),"Agriculture, Forestry, Fishing and Hunting",Support Activities for Agriculture and Forestry,Support Activities for Crop Production,Support Activities for Crop Production
115115,11,"Agriculture, forestry, fishing",24,0.15094465584984204,6,2,0.06660289907212684,24,0.4217804635623928,0.1468813640510777,6,2,0.061172601983044486,24,0.40315902329073744,0.10349745715360323,10.0,0.043383906897474483,0.2718840349365044,Farm Labor Contractors and Crew Leaders,"Agriculture, Forestry, Fishing and Hunting",Support Activities for Agriculture and Forestry,Support Activities for Crop Production,Support Activities for Crop Production
115116,11,"Agriculture, forestry, fishing",24,0.13815562646088547,10,4,0.07723172686034235,24,0.3860444335995088,0.13332357645846132,10,4,0.0740773962431179,24,0.3659456951116654,0.07981247561933899,10.0,0.05351110083912233,0.3353504801772862,Farm Management Services,"Agriculture, Forestry, Fishing and Hunting",Support Activities for Agriculture and Forestry,Support Activities for Crop Production,Support Activities for Crop Production
115210,11,"Agriculture, forestry, fishing",24,0.018589493691790356,12,4,0.006274923502989942,23,0.051944106418138666,0.008707505228734314,4,2,0.0036830526268483727,24,0.02390030434422397,0.019986965836433397,10.0,0.0,0.0,Support Activities for Animal Production,"Agriculture, Forestry, Fishing and Hunting",Support Activities for Agriculture and Forestry,Support Activities for Animal Production,Support Activities for Animal Production
115310,11,"Agriculture, forestry, fishing",24,0.09796886048763967,8,3,0.060144056489307963,24,0.27375166850731064,0.09289511073420814,8,3,0.05674802612107613,24,0.25497790243195567,0.08224090481072491,10.0,0.010654205923483234,0.06676919398629944,Support Activities for Forestry,"Agriculture, Forestry, Fishing and Hunting",Support Activities for Agriculture and Forestry,Support Activities for Forestry,Support Activities for Forestry
211111,21,"Mining, quarrying, oil & gas",17,0.034902492263658866,12,4,0.01894315846391279,16,0.09752706568885307,0.019573073544213337,12,4,0.012139684585492637,16,0.053724046368051975,0.022960130303559565,10.0,0.0,0.0,,,,,
211112,21,"Mining, quarrying, oil & gas",17,0.035911938294542915,12,4,0.018104747331211216,16,0.10034773272373662,0.020582519575097387,12,4,0.01130127345279106,16,0.056494767340757555,0.03161388353239828,10.0,0.0,0.0,,,,,
211120,21,"Mining, quarrying, oil & gas",7,0.029290727198102107,1,1,0.015430400507507694,6,0.08184626627646202,0.044620145917547635,1,1,0.023956345348533067,6,0.12247308951292857,0.03914090233217539,10.0,0.005479243585372245,0.03433805207796273,Crude Petroleum Extraction,"Mining, Quarrying, and Oil and Gas Extraction",Oil and Gas Extraction,Oil and Gas Extraction,Crude Petroleum Extraction
211130,21,"Mining, quarrying, oil & gas",7,0.016010679572668142,1,1,0.008810975322714057,6,0.04473819767972904,0.03134009829211367,1,1,0.01733692016373943,6,0.08602210020932569,0.04011616227745758,10.0,0.0,0.0,Natural Gas Extraction,"Mining, Quarrying, and Oil and Gas Extraction",Oil and Gas Extraction,Oil and Gas Extraction,Natural Gas Extraction
212111,21,"Mining, quarrying, oil & gas",22,0.020987261615736406,1,1,0.012055980559657906,21,0.05864412279687726,0.036316680335181935,1,1,0.02058192540068328,21,0.0996817905912309,0.025838081828442806,10.0,0.010478598506739129,0.06566867408287085,,,,,
212112,21,"Mining, quarrying, oil & gas",22,0.030260434238897738,1,1,0.01675268487970983,21,0.08455589175398386,0.045589852958343266,1,1,0.0252786297207352,21,0.1251347351612449,0.032597426415969785,10.0,0.01299242654237348,0.0814226657895182,,,,,
212113,21,"Mining, quarrying, oil & gas",22,0.02139068294172977,6,2,0.01016951932466208,22,0.05977139181432234,0.014701013520239597,3,1,0.005273160229572152,22,0.040351247351860596,0.040835000049795206,10.0,0.0,0.0,,,,,
212114,21,"Mining, quarrying, oil & gas",2,,,,,,,,,,,,,,,,,Surface Coal Mining,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Coal Mining,Coal Mining
212115,21,"Mining, quarrying, oil & gas",2,,,,,,,,,,,,,,,,,Underground Coal Mining,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Coal Mining,Coal Mining
212210,21,"Mining, quarrying, oil & gas",24,0.04679747235306482,1,1,0.02070148302494914,23,0.13076487850129206,0.06075371428317254,1,1,0.02922742786597451,23,0.1667564041900566,0.0480979475060513,10.0,0.012655766777121241,0.07931284161914402,Iron Ore Mining,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Metal Ore Mining,Iron Ore Mining
212220,21,"Mining, quarrying, oil & gas",2,,,,,,,,,,,,,,,,,Gold Ore and Silver Ore Mining,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Metal Ore Mining,Gold Ore and Silver Ore Mining
212221,21,"Mining, quarrying, oil & gas",22,0.023987137350900977,12,4,0.012774804633166239,21,0.06702659232574869,0.01285871209894987,7,3,0.006589778822163031,22,0.035294510260584555,0.027191739947611038,10.0,0.0,0.0,,,,,
212222,21,"Mining, quarrying, oil & gas",22,0.02863313153069114,1,1,0.014388842442217229,21,0.08000876494939858,0.03501732702520509,1,1,0.022914787283242602,21,0.09611533398358607,0.05499482222427683,10.0,0.0,0.0,,,,,
212230,21,"Mining, quarrying, oil & gas",7,0.01604776987395845,12,4,0.010010077988276744,6,0.04484183807947567,0.01236807482967718,7,3,0.005552608886899501,7,0.03394781223971633,0.04797326434134773,10.0,0.0,0.0,"Copper, Nickel, Lead, and Zinc Mining","Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Metal Ore Mining,"Copper, Nickel, Lead, and Zinc Mining"
212231,21,"Mining, quarrying, oil & gas",17,0.02390906566605515,6,2,0.010604844183825242,17,0.06680843878304807,0.02704813177613958,1,1,0.012376905003591659,16,0.07424153812266819,0.06387568863276966,10.0,0.0,0.0,,,,,
