naics_code,sector_label,seasonal_index,peak_quarter,n_excess_obs,n_years,earnings_excessQ1,n_earnings_excessQ1,earnings_excessQ2,n_earnings_excessQ2,earnings_excessQ3,n_earnings_excessQ3,earnings_excessQ4,n_earnings_excessQ4,earnings_share_Q1,earnings_share_Q2,earnings_share_Q3,earnings_share_Q4,idio_earnings_excessQ1,idio_earnings_excessQ2,idio_earnings_excessQ3,idio_earnings_excessQ4,earnings_excess_at_sep_peak,idio_earnings_excess_at_sep_peak,income_dips_in_off_season,income_dips_in_off_season_idio
532284,Real estate,1.0,3.0,22.0,24,0.04743100060284298,23,0.10407771179782548,24,-0.07736527367365119,24,-0.07709438073006651,23,1.0570350171548601,1.097300959624895,0.9294114784992792,0.9162525447209656,0.07875510674171204,0.10946820790332065,-0.02922741822959541,-0.16228935559736524,-0.07736527367365119,-0.02922741822959541,True,True
111191,"Agriculture, forestry, fishing",0.9720509960755636,4.0,23.0,24,-0.17789504215447416,23,0.1009379492231542,24,-0.08718274065044108,24,0.16394566208720054,23,0.8890685940322479,1.0348999003504231,0.97885530822229,1.097176197395039,-0.1465709360156051,0.10632844532864938,-0.039044885206385306,0.0787506872199018,0.16394566208720054,0.0787506872199018,False,False
525120,Finance & insurance,0.9563867665488252,4.0,21.0,24,-0.019713805893161025,23,-0.019089207669324648,24,-0.06120875920272737,24,0.10274878760160487,23,0.9984229786273717,0.9599821988055567,0.959719834322391,1.08187498824468,0.011610300245708034,-0.013698711563829468,-0.013070903758671593,0.017553812734306132,0.10274878760160487,0.017553812734306132,False,False
713990,"Arts, entertainment & recreation",0.9537844503438636,3.0,24.0,24,0.01362855018844331,23,0.05964374715377909,24,-0.09867513954279354,24,0.02596627153815796,23,1.0344837367932505,1.0382466129039314,0.9227219947070541,1.004547655595764,0.044952656327312365,0.06503424325927427,-0.05053728409873776,-0.05922870332914078,-0.09867513954279354,-0.05053728409873776,True,True
311313,Manufacturing - food/textiles,0.9475739324815315,4.0,23.0,24,-0.1296114003956076,23,0.0073921384729813645,24,-0.018759954161686524,24,0.1401302246756644,23,0.9042118487437171,0.9692094366669916,1.0194227476443034,1.1071559669449882,-0.09828729425673853,0.012782634578476545,0.029377901282369254,0.05493524980836567,0.1401302246756644,0.05493524980836567,False,False
721211,Accommodation & food services,0.9443482907650206,4.0,23.0,24,0.038301654934245144,23,0.17659594198082662,24,-0.1087514742423182,24,-0.1049185139514099,23,1.0554644073400687,1.1588335863467434,0.9090108813917649,0.8766911249214228,0.0696257610731142,0.1819864380863218,-0.060613618798262416,-0.19011348881870865,-0.1049185139514099,-0.19011348881870865,True,True
111110,"Agriculture, forestry, fishing",0.9297964410193076,4.0,23.0,24,-0.09879859218743631,23,0.05091419117905565,24,-0.07599618688495997,24,0.12563167277683382,23,0.942518682545734,1.006421689732647,0.9684963145614486,1.0825633131601702,-0.06747448604856725,0.05630468728455083,-0.027858331440904195,0.04043669790953508,0.12563167277683382,0.04043669790953508,False,False
111992,"Agriculture, forestry, fishing",0.9255833305597224,4.0,23.0,24,-0.1860232536318663,23,0.08402906839019253,24,-0.09610387030586431,24,0.19758163317658764,23,0.8877199151180165,1.0145677499942432,0.973357448090085,1.1243548867976554,-0.15469914749299724,0.0894195644956877,-0.047966014861808536,0.1123866583092889,0.19758163317658764,0.1123866583092889,False,False
711212,"Arts, entertainment & recreation",0.9203323429996118,4.0,23.0,24,0.1741053277887647,23,0.17307500544881096,24,-0.2752224086889335,24,-0.06966821060625004,23,1.1983470183976264,1.1474498753517086,0.7504027214081689,0.9038003848424964,0.20542943392763374,0.17846550155430616,-0.22708455324487772,-0.15486318547354877,-0.06966821060625004,-0.15486318547354877,True,True
111920,"Agriculture, forestry, fishing",0.8537172727390258,4.0,23.0,24,-0.2510059631023686,23,0.12952526779949078,24,-0.1350467617568999,24,0.2657856135430882,23,0.8473391576446693,1.033622733095414,0.9608557729471771,1.15818233631274,-0.21968185696349957,0.13491576390498597,-0.08690890631284412,0.18059063867578948,0.2657856135430882,0.18059063867578948,False,False
111335,"Agriculture, forestry, fishing",0.8477005479601265,4.0,22.0,24,-0.24726016454818261,23,0.05911422552881246,24,-0.0550606252840119,24,0.24272609619091828,23,0.8335825467511352,0.9852881993511868,1.0187654008936138,1.1623638530040645,-0.21593605840931357,0.06450472163430764,-0.006922769839956121,0.15753112132361954,0.24272609619091828,0.15753112132361954,False,False
115112,"Agriculture, forestry, fishing",0.8454764981151783,3.0,12.0,24,-0.11162147975199194,23,0.07208969515023837,24,-0.0696667892856842,24,0.11007695029767668,23,0.9319153982126114,1.0261725647925475,0.9762503410720068,1.0656616959228344,-0.08029737361312288,0.07748019125573355,-0.021528933841628427,0.024881975430377942,-0.0696667892856842,-0.021528933841628427,True,True
611710,Educational services,0.8309378662170849,2.0,17.0,24,-0.0749462823154097,23,-0.02988224980806345,24,-0.05171328221852347,24,0.15514091205191724,23,0.9582167169617627,0.9389522284396828,0.9794522395337301,1.123378815064824,-0.04362217617654064,-0.02449175370256827,-0.003575426774467691,0.0699459371846185,-0.02988224980806345,-0.02449175370256827,True,True
487210,Transportation,0.8259699120058824,4.0,23.0,24,-0.054198467006454386,23,0.19347678605022964,24,-0.021626985653669505,24,-0.11943615359244254,23,0.9657132387382762,1.1748388704117652,0.9970109299847949,0.8624369608651635,-0.022874360867585326,0.19886728215572483,0.026510869790386273,-0.2046311284597413,-0.11943615359244254,-0.2046311284597413,True,True
312113,Manufacturing - food/textiles,0.8144747505667135,3.0,24.0,24,-0.05277093695755789,23,0.11023354840827505,24,-0.015167054644304576,24,-0.04321395234006235,23,0.9651813632769503,1.0935716512858236,1.0014948424781467,0.9397521429590792,-0.021446830818688832,0.11562404451377023,0.032970800799751204,-0.12840892720736108,-0.015167054644304576,0.032970800799751204,True,False
611620,Educational services,0.8119852048930954,3.0,24.0,24,-0.045207041962845425,23,-0.000443767883338414,24,-0.060181011725276456,24,0.10670356025134863,23,0.9813241008642993,0.9732705951630024,0.9661046252283826,1.0793006787443156,-0.013882935823976365,0.004946728222156767,-0.012043156281220678,0.021508585384049886,-0.060181011725276456,-0.012043156281220678,True,True
115114,"Agriculture, forestry, fishing",0.7939006656804101,4.0,23.0,24,-0.030951306023143728,23,0.010410944973172931,24,-0.015220620944042048,24,0.034071301745734694,23,0.9786039060416126,0.9982053733390298,0.9969849506901011,1.0262057699292564,0.0003728001157253316,0.015801441078668113,0.03291723450001373,-0.051123673121564045,0.034071301745734694,-0.051123673121564045,False,True
111150,"Agriculture, forestry, fishing",0.7902494465420853,4.0,17.0,24,-0.07504090196754187,23,0.06158757777686722,24,-0.07117324270713775,24,0.08216508387421881,23,0.963949515098077,1.0258463352405138,0.9645679998292157,1.0456361498321936,-0.043716795828672814,0.0669780738823624,-0.02303538726308197,-0.003029890993079931,0.08216508387421881,-0.003029890993079931,False,True
311421,Manufacturing - food/textiles,0.7881175037699483,4.0,23.0,24,-0.040408137001593486,23,0.046042413882424214,24,0.004028225469653719,24,-0.011956223510721396,23,0.9680518687696343,1.0367357786288536,1.0133348607232244,0.9818774918782879,-0.009084030862724427,0.0514329099879194,0.0521660809137095,-0.09715119837802014,-0.011956223510721396,-0.09715119837802014,True,True
111940,"Agriculture, forestry, fishing",0.7864987963925463,4.0,23.0,24,-0.12729192612175622,23,0.08101530488138352,24,-0.06998071224871279,24,0.11444664912952597,23,0.9270927941501027,1.0333859988485135,0.9776485937841572,1.0618726132172267,-0.09596781998288716,0.0864058009868787,-0.02184285680465701,0.02925167426222723,0.11444664912952597,0.02925167426222723,False,False
713910,"Arts, entertainment & recreation",0.7502185273383658,4.0,23.0,24,-0.049865516484659755,23,0.21213885597194448,24,-0.11394160461055025,24,-0.04884949610474706,23,0.990409118613924,1.1709613606397358,0.9272358907216584,0.911393630024682,-0.018541410345790696,0.21752935207743967,-0.06580374916649448,-0.1340444709720458,-0.04884949610474706,-0.1340444709720458,True,True
115116,"Agriculture, forestry, fishing",0.7471582301648895,4.0,22.0,24,-0.05757536074908024,23,-0.02458047205636496,24,-0.10041764203870325,24,0.1907928406187521,23,0.9831741488509383,0.9363383635477134,0.9386635223572185,1.1418239652441298,-0.026251254610211182,-0.01918997595086978,-0.05227978659464747,0.10559786575145336,0.1907928406187521,0.10559786575145336,False,False
711211,"Arts, entertainment & recreation",0.742274094937131,3.0,24.0,24,0.0330821494423832,23,-0.15102450927191655,24,-0.18033511687981685,24,0.29868724475838204,23,1.0796101089052659,0.8154004880698998,0.8532398857783668,1.2517495172464677,0.06440625558125226,-0.14563401316642136,-0.13219726143576108,0.2134922698910833,-0.18033511687981685,-0.13219726143576108,True,True
532281,Real estate,0.7369898788062333,4.0,23.0,24,-0.07958535521566072,23,0.07545924819031434,24,-0.05341268769008328,24,0.05782930529702873,23,0.9538852143415651,1.0422834237408083,0.979763136759423,1.0240682251582038,-0.04826124907679166,0.08084974429580952,-0.005274832246027504,-0.027365669570270007,0.05782930529702873,-0.027365669570270007,False,True
111332,"Agriculture, forestry, fishing",0.729441627008378,4.0,13.0,24,-0.02183516502336881,23,0.059115499944492333,24,-0.004453270012441325,24,-0.03484161378449713,23,0.9843501462069705,1.052414458676002,1.002247771256049,0.9609876238609787,0.009488941115500249,0.06450599604998751,0.04368458543161445,-0.12003658865179587,-0.03484161378449713,-0.12003658865179587,True,True
713110,"Arts, entertainment & recreation",0.7043717594204186,3.0,24.0,24,0.13530385914724494,23,0.2389492971776183,24,-0.23742647066527003,24,-0.13620012916291963,23,1.1594659615317364,1.2129624607997738,0.7885603657125745,0.8390112119559153,0.166627965286114,0.24433979328311348,-0.18928861522121426,-0.22139510403021836,-0.23742647066527003,-0.18928861522121426,True,True
114111,"Agriculture, forestry, fishing",0.6942926823568493,4.0,23.0,24,-0.11779513218971537,23,-0.0009917548269956684,24,0.021411074094497662,24,0.0967397458288536,23,0.9036458083706062,0.9740272059947056,1.0463921132727962,1.075934872361892,-0.0864710260508463,0.004398741278499513,0.06954892953855343,0.01154477096155486,0.0967397458288536,0.01154477096155486,False,False
111422,"Agriculture, forestry, fishing",0.6923749910923921,2.0,24.0,24,-0.10907445473001835,23,0.09543301142475225,24,-0.13928269298393753,24,0.15171347584203898,23,0.9561150814187583,1.0343771409030258,0.9217731775377889,1.087734600140427,-0.0777503485911493,0.10082350753024742,-0.09114483753988176,0.06651850097474024,0.09543301142475225,0.10082350753024742,False,False
541921,Professional & technical services,0.6675183250510718,4.0,23.0,24,-0.20392658468734864,23,0.031297145530957145,24,-0.002754086823323787,24,0.17700028203371082,23,0.8481889479400756,0.9797754325698745,1.048767626137759,1.123267993352291,-0.1726024785484796,0.03668764163645233,0.04538376862073199,0.09180530716641208,0.17700028203371082,0.09180530716641208,False,False
111421,"Agriculture, forestry, fishing",0.6581868242217942,4.0,23.0,24,-0.1917505160905597,23,0.14892810123242448,24,-0.10863271290913806,24,0.14965434178107354,23,0.8851348855142667,1.0744288254341339,0.9658665628891524,1.074569726162447,-0.16042640995169066,0.15431859733791967,-0.060494857465082284,0.0644593669137748,0.14965434178107354,0.0644593669137748,False,False
111130,"Agriculture, forestry, fishing",0.6386932692504119,4.0,12.0,24,-0.14248030914812496,23,0.10386761060725364,24,-0.08431479210764249,24,0.1231984038481907,23,0.9125514651144631,1.0466131682761939,0.9729396502234174,1.067895716385926,-0.1111562030092559,0.10925810671274881,-0.03617693666358671,0.03800342898089196,0.1231984038481907,0.03800342898089196,False,False
111310,"Agriculture, forestry, fishing",0.6357300324473776,2.0,24.0,24,-0.1930727589229763,23,-0.08236833576159185,24,-0.0804466934182173,24,0.3579233815706786,23,0.8780686190257363,0.8501723061075811,0.9870126647126097,1.2847464101540729,-0.16174865278410722,-0.07697783965609667,-0.032308837974161515,0.27272840670337983,-0.08236833576159185,-0.07697783965609667,True,True
111320,"Agriculture, forestry, fishing",0.62410686635408,2.0,22.0,24,-0.1063042259888529,23,0.0014723784590391549,24,-0.018234604712436292,24,0.12200300747170154,23,0.9256622718364905,0.9706149341670574,1.0126228395795456,1.0910999544169064,-0.07498011984998385,0.006862874564534336,0.029903250731619486,0.036808032604402796,0.0014723784590391549,0.006862874564534336,False,False
713940,"Arts, entertainment & recreation",0.599883265916937,3.0,24.0,24,-0.025726541148473885,23,0.03228308099999536,24,-0.07683416144473898,24,0.0704971593795067,23,1.0007653950263904,1.0069268255272126,0.948522094028044,1.0437856854183531,0.005597564990395175,0.03767357710549055,-0.0286963060006832,-0.014697815487792046,-0.07683416144473898,-0.0286963060006832,True,True
324121,Manufacturing - paper/chemicals,0.5855989677097166,4.0,23.0,24,-0.17115637411544296,23,0.03239248532341656,24,0.00641442307766243,24,0.13361339604094755,23,0.8687575296414959,0.9907831362298026,1.0480237721712762,1.0924355619574253,-0.1398322679765739,0.03778298142891175,0.054552278521718206,0.04841842117364881,0.13361339604094755,0.04841842117364881,False,False
713930,"Arts, entertainment & recreation",0.5837909180563767,3.0,24.0,24,-0.06355786525772134,23,0.18913818234571458,24,-0.17947664498456117,24,0.05281962532996613,23,0.998084378441261,1.128674093497948,0.8809874438632056,0.9922540841975854,-0.032233759118852276,0.19452867845120977,-0.1313387895405054,-0.03237534953733261,-0.17947664498456117,-0.1313387895405054,True,True
111419,"Agriculture, forestry, fishing",0.5752242637926475,4.0,23.0,24,-0.08225155510669803,23,0.06241096881837932,24,-0.0978338737780215,24,0.11968913633969984,23,0.9620378223865687,1.0171456183545617,0.9474314766857961,1.0733850825730735,-0.05092744896782897,0.0678014649238745,-0.04969601833396572,0.0344941614724011,0.11968913633969984,0.0344941614724011,False,False
711510,"Arts, entertainment & recreation",0.5750325261002972,4.0,23.0,24,-0.2509385395450469,23,0.0007015686559944575,24,-0.21234677183015813,24,0.46260617768281104,23,0.8707915219339567,0.8868498186905941,0.9015049781352423,1.3408536812402072,-0.21961443340617787,0.006092064761489638,-0.16420891638610235,0.3774112028155123,0.46260617768281104,0.3774112028155123,False,False
711320,"Arts, entertainment & recreation",0.5748126957371068,3.0,24.0,24,-0.010330886277032906,23,0.03529524267149018,24,-0.09665436229722169,24,0.06927047437338148,23,1.0191157220961091,1.0094490292711193,0.9291918511031492,1.0422433975296224,0.02099321986183615,0.040685738776985364,-0.04851650685316591,-0.015924500493917262,-0.09665436229722169,-0.04851650685316591,True,True
561730,Administrative & waste services,0.566412868783635,4.0,23.0,24,-0.18855785176760462,23,0.14606613663811913,24,-0.03776541946491794,24,0.07882418457667263,23,0.8695336627425108,1.089988884397317,1.0183118327758844,1.022165620084288,-0.15723374562873554,0.15145663274361432,0.01037243597913784,-0.006370790290626108,0.07882418457667263,-0.006370790290626108,False,True
711130,"Arts, entertainment & recreation",0.5625401421432462,2.0,24.0,24,-0.27523696562063593,23,-0.008020715874536899,24,-0.15672217505789068,24,0.4386190677997121,23,0.831683273763136,0.8836329836938782,0.9516241253736942,1.3330596171692917,-0.24391285948176689,-0.002630219769041718,-0.10858431961383491,0.3534240929324134,-0.008020715874536899,-0.002630219769041718,True,True
711190,"Arts, entertainment & recreation",0.5602068237581531,4.0,22.0,24,-0.07085537567043673,23,0.06829032379436874,24,-0.08007562376567696,24,0.0825644977514961,23,0.9632978290137143,1.0293643922103812,0.9588503078183107,1.048487470957594,-0.03953126953156767,0.07368081989986391,-0.031937768321621186,-0.0026304771158026374,0.0825644977514961,-0.0026304771158026374,False,True
113210,"Agriculture, forestry, fishing",0.5592222700634163,4.0,23.0,24,-0.09898471241817088,23,0.1060040776883406,24,-0.08987248393070435,24,0.08264815200751773,23,0.9486002302927545,1.0589133264756907,0.9572182672819456,1.0352681759496092,-0.06766060627930182,0.11139457379383577,-0.04173462848664857,-0.0025468228597810144,0.08264815200751773,-0.0025468228597810144,False,True
487110,Transportation,0.5536346089342284,4.0,22.0,24,-0.08417815206875395,23,0.11951639122485862,24,-0.011998225004359875,24,-0.01897512139882195,23,0.9334881583072239,1.0933463689924798,1.0141717972280186,0.9589936754722773,-0.052854045929884894,0.1249068873303538,0.036139630439695904,-0.10417009626612068,-0.01897512139882195,-0.10417009626612068,True,True
711120,"Arts, entertainment & recreation",0.544927396659116,2.0,24.0,24,-0.10068175844798043,23,-0.033644650378578646,24,-0.09296713566645438,24,0.2276061037667875,23,0.9490388781762448,0.9183792637913514,0.9550089501636156,1.1775729078687884,-0.06935765230911137,-0.028254154273083466,-0.044829280222398606,0.14241112889948876,-0.033644650378578646,-0.028254154273083466,True,True
721199,Accommodation & food services,0.5410066324762989,3.0,24.0,24,-0.0070765087962830235,23,0.03206722411202947,24,-0.058347052296922386,24,0.036460986831084306,23,1.0072804696686177,1.0150450299025946,0.9586751419125124,1.018999358516275,0.024247597342586035,0.03745772021752465,-0.010209196852866607,-0.04873398803621443,-0.058347052296922386,-0.010209196852866607,True,True
445230,Retail trade - general,0.5260545709251999,4.0,23.0,24,-0.05643754815829937,23,0.07971241742406578,24,-0.04974945912203316,24,0.026650767332688178,23,0.969556503699161,1.0529814322831084,0.9769815260189243,1.0004805379988064,-0.02511344201943031,0.08510291352956095,-0.0016116036779773787,-0.058544207534610565,0.026650767332688178,-0.058544207534610565,False,True
238990,Construction,0.5195096983843602,4.0,23.0,24,-0.1849770885235454,23,0.0894983200893263,24,-0.030726819020742188,24,0.12519165533331575,23,0.8692397539959537,1.035669298414397,1.0231022026541872,1.0719887449354621,-0.15365298238467634,0.09488881619482148,0.01741103642331359,0.03999668046601701,0.12519165533331575,0.03999668046601701,False,False
114112,"Agriculture, forestry, fishing",0.5039819924000984,4.0,23.0,24,-0.0482866714208134,23,-0.018523063166614367,24,0.019977141697545196,24,0.050601083373024235,23,0.9601238364169685,0.9748439295382235,1.026610148992707,1.0384220850521007,-0.016962565281944342,-0.013132567061119187,0.06811499714160098,-0.034593891494274505,0.050601083373024235,-0.034593891494274505,False,True
813410,Other services,0.5019364613095415,3.0,24.0,24,-0.04387507802292892,23,0.030459646733841054,24,-0.07925191630736474,24,0.09270011392120935,23,0.9877449999456293,0.9999573412799293,0.9512503891465472,1.0610472696278943,-0.012550971884059861,0.035850142839336234,-0.031114060863308958,0.007505139053910606,-0.07925191630736474,-0.031114060863308958,True,True
711310,"Arts, entertainment & recreation",0.4982028694708584,3.0,24.0,24,-0.02198860034005249,23,0.011639906292761446,24,-0.031428689465009575,24,0.04393304869302224,23,0.9892312281503745,0.9975740858545498,0.9826371309732022,1.0305575550218737,0.00933550579881657,0.017030402398256626,0.016709165979046203,-0.0412619261742765,-0.031428689465009575,0.016709165979046203,True,False
112519,"Agriculture, forestry, fishing",0.4834549268313493,3.0,23.0,24,-0.11184882441944087,23,0.08515565196908954,24,-0.08977936345839392,24,0.11914065177115972,23,0.9370800241931282,1.0342558722140012,0.9611204162966945,1.067543687296176,-0.08052471828057181,0.09054614807458472,-0.04164150801433814,0.03394567690386098,-0.08977936345839392,-0.04164150801433814,True,True
722320,Accommodation & food services,0.4691403557386949,4.0,22.0,24,-0.1491540578800035,23,0.08934681897811826,24,-0.06960730388011326,24,0.1280933692382308,23,0.9063176459635286,1.0349169330059234,0.9848225820920815,1.0739428389384662,-0.11782995174113443,0.09473731508361344,-0.021469448436057477,0.04289839437093207,0.1280933692382308,0.04289839437093207,False,False
115310,"Agriculture, forestry, fishing",0.4458728055648523,4.0,23.0,24,-0.02870657873838716,23,-0.04682130785671066,24,-0.06559827731973536,24,0.14528725674225712,23,0.9917586307080487,0.9285654766060604,0.9590149382174936,1.1206609544683974,0.002617527400481899,-0.04143081175121548,-0.01746042187567958,0.06009228187495838,0.14528725674225712,0.06009228187495838,False,False
311411,Manufacturing - food/textiles,0.4373133102900087,4.0,23.0,24,-0.04769915502041693,23,-0.005164261867278919,24,0.012092489151688946,24,0.03923084044420529,23,0.9600815943834969,0.9855604326444497,1.0213677946399604,1.0329901783320932,-0.016375048881547873,0.00022623423821626232,0.06023034459574472,-0.04596413442309345,0.03923084044420529,-0.04596413442309345,False,True
114119,"Agriculture, forestry, fishing",0.4340162740551748,4.0,15.0,24,-0.029686299630677385,23,0.009643996732548654,24,0.009093374461452608,24,0.011131888670256553,23,0.9745928553245594,1.004206073327886,1.0145312978661152,1.0066697734814394,0.0016378065081916748,0.015034492838043836,0.057231229905508385,-0.07406308619704219,0.011131888670256553,-0.07406308619704219,False,True
721310,Accommodation & food services,0.4163439927469372,2.0,24.0,24,-0.032795425811016646,23,-0.04077773031926545,24,-0.051914064360675936,24,0.12661494512290425,23,0.9902021667978925,0.9386516371598068,0.9686565681602518,1.102489627882049,-0.0014713196721475863,-0.03538723421377027,-0.003776208916620158,0.04141997025560551,-0.04077773031926545,-0.03538723421377027,True,True
444240,Retail trade - general,0.4112783625402691,4.0,23.0,24,-0.10668372313005768,23,0.09938057207348495,24,-0.11391855171994147,24,0.12042718359826296,23,0.9496414769781417,1.0446215471595517,0.9408404731939917,1.0648965026683148,-0.07535961699118862,0.10477106817898013,-0.0657806962758857,0.03523220873096422,0.12042718359826296,0.03523220873096422,False,False
237310,Construction,0.4085404038420741,4.0,23.0,24,-0.14694533407409308,23,0.04936976151574072,24,0.008195530175475363,24,0.08872096311986871,23,0.8864614954811304,1.0142554367346093,1.0433098549566067,1.0559732128276536,-0.11562122793522402,0.0547602576212359,0.05633338561953114,0.0035259882525699726,0.08872096311986871,0.0035259882525699726,False,False
813990,Other services,0.4080153147012029,3.0,24.0,24,-0.03749999444025303,23,0.07131080170040638,24,-0.12703765190794436,24,0.09290578547075018,23,1.0038181700005664,1.0302376410646137,0.9140355087278483,1.0519086802069715,-0.006175888301383971,0.07670129780590156,-0.07889979646388859,0.00771081060345144,-0.12703765190794436,-0.07889979646388859,True,True
713120,"Arts, entertainment & recreation",0.4031647745040088,3.0,24.0,24,-0.026352214179573907,23,-0.0032552188239251267,24,-0.026635451075123204,24,0.055574274804065016,23,0.9881961819776824,0.9839316914769279,0.9861776386240236,1.0416944879213659,0.004971891959295153,0.0021352772815700543,0.021502404368932575,-0.029620700063233724,-0.026635451075123204,0.021502404368932575,True,False
312130,Manufacturing - food/textiles,0.3992515493605513,4.0,23.0,24,-0.08895794963217851,23,0.04556174415635663,24,-0.03215720592635179,24,0.07724038626947255,23,0.9421922268382446,1.0155734177936542,0.9978311204363507,1.0444032349317507,-0.05763384349330945,0.050952240261851814,0.01598064951770399,-0.00795458859782619,0.07724038626947255,-0.00795458859782619,False,True
493130,Warehousing & couriers,0.3983548302095424,4.0,23.0,24,-0.08404069122001535,23,0.0034788778246024102,24,-0.01426604132173149,24,0.09531694169717157,23,0.938491451524809,0.9782206812256282,1.0109921552772427,1.0722957119723202,-0.052716585081146294,0.00886937393009759,0.03387181412232429,0.010121966829872833,0.09531694169717157,0.010121966829872833,False,False
112910,"Agriculture, forestry, fishing",0.3898299596036496,4.0,23.0,24,-0.18362685898569253,23,0.05359200268968125,24,-0.10790181440692857,24,0.23380100923486996,23,0.8905150437155088,0.9811297457925413,0.9645604424902113,1.1637947680017384,-0.15230275284682349,0.05898249879517643,-0.059763958962872794,0.14860603436757122,0.23380100923486996,0.14860603436757122,False,False
459420,Retail trade - specialty,0.384185663297097,4.0,23.0,24,-0.12032186137094754,23,0.019702966995326584,24,-0.016055448531900482,24,0.11763706270017278,23,0.9137635041495148,0.9856056522011981,1.0180418662622281,1.0825889773870592,-0.08899775523207848,0.025093463100821764,0.0320824069121553,0.03244208783287404,0.11763706270017278,0.03244208783287404,False,False
311710,Manufacturing - food/textiles,0.3818969919860823,3.0,24.0,24,-0.04012650716185395,23,-0.047756871240734335,24,-0.03360234448279157,24,0.12290095795121776,23,0.9782231771283927,0.9337834063077994,0.9848573779686746,1.1031360385951332,-0.008802401022984893,-0.04236637513523915,0.014535510961264209,0.03770598308391902,-0.03360234448279157,0.014535510961264209,True,False
